"AgeI"	"ApoI"	"BsrFI"	"EcoRI"	"FatI"	"KpnI"	"MluCI"	"MseI"	"MspI"	"NcoI"	"NgoMIV"	"NotI"	"NsiI"	"NspI"	"PciI"	"PstI"	"SbfI"	"SgrAI"
"Manesc"	-0.444407522477243	0.304473874936753	-0.100950790945176	-0.0761342049860419	0.320592463990308	-0.263098032859854	0.16353647287625	-0.024846456901251	-0.0520194329459118	0.656148134344267	0.270671390372141	-0.134495322325482	0.671960049617341	0.257131440099027	-0.181738457302932	0.96731378500799	1.09475097020535	1.4689415988209
"Jatcur"	-0.142990334621789	0.283031331649816	0.189898778661386	-0.0585111002083	0.13490639177883	-0.187703230018595	0.174422178956475	-0.101732088756924	0.203944125205122	0.849883514587992	0.724514742719283	7.96134564657173	0.42057035394398	0.0703735240339405	-0.155796583700612	0.624968648145669	0.822005956304373	1.64640435246952
"Riccom"	-0.379397166930654	0.134721965229594	0.2944237924174	0.00920053008374588	0.243359441717247	-0.272338460889886	0.0711633747024818	-0.124581424926051	0.116355225672672	0.575623430029797	2.92592184019083	11.4547634323385	0.301340716485301	0.182162515430773	-0.0482817389609645	0.736012864404416	1.74392567445894	3.11686123288784
"Betnan"	-0.335973228454336	0.189852789337809	-0.0576985882997461	-0.245411178649576	0.193099623840815	-0.31968329205652	0.0759029441343162	-0.116840821901085	-0.133612774242474	0.651592395478014	0.693660481680378	1.25169782176294	0.161267943705489	0.165103940314882	0.101182443878995	0.425683306415813	0.623547122920601	0.926233127152151
"Medtru"	-0.0530854179628037	0.077163759764239	0.128994222805759	-0.176776527015319	0.336847697796544	-0.0547118389644555	0.0127507291528452	-0.196500418170641	-0.0441729068763228	0.58781651825416	1.02106834549495	5.08273926203054	0.487250194199792	0.333482410825942	0.292648976115659	0.507109211945775	0.70676737201765	2.03746212168767
"Lotjap"	-0.352565932094597	0.266327652758626	-0.264875556266	0.0288165661014803	0.189293835687053	-0.287128491846884	0.079738690833164	-0.179725671268959	-0.217554185567903	0.494885447189979	-0.0551964642943694	0.398194427113195	0.186516587395088	0.0744876069726877	0.00372746239017365	0.143694081267245	0.287096521671498	1.20040719618288
"Cajcaj"	-0.440108016197704	0.182895195395986	-0.301011153593254	-0.218227137181759	0.353568212561655	-0.00503497287296285	0.0735083106097631	-0.101745336510711	-0.208487464596023	1.12648259502484	0.21162045094934	2.89490566878983	0.465316582460689	0.307285257584919	0.168904532199684	0.0348149903869869	0.105383277310435	0.725140521309461
"Glymax"	-0.512549031306752	0.174871194457996	-0.432065423552379	-0.120180321855493	0.433566251910768	0.00483417838605395	0.0800598468214961	-0.148605535838655	-0.32916090104167	1.05052036269292	-0.108591915428255	0.183913570351918	0.55223181536867	0.364330746084756	0.124690259719074	0.165382777460472	0.242487770245206	0.454608834102918
"Pruper"	-0.484219402189071	0.224654489682395	-0.346590779060973	-0.118407100067006	0.299759469115034	-0.298200810705257	0.0997611853146144	-0.243917745869174	-0.30964785044061	0.803063633647356	-0.00200535909861316	0.075439938990365	0.332796460237118	0.212051608374698	0.0774510746988515	0.65291252105078	0.566673718387218	0.00486086918649659
"Maldom"	-0.551985964689114	0.165307874348049	-0.340559987163947	-0.155412791583585	0.269216719968905	-0.355364198434832	0.0531810712882324	-0.214035550957094	-0.288129423713807	0.544291852568081	0.32620128000797	0.16593909503553	0.366229947245611	0.215999073304619	0.143802528642002	0.232968670955827	0.359430057153223	0.0460691779040611
"Fraves"	-0.251323373500313	0.151205490084919	-0.0506594572030588	-0.125850628664043	0.288021621478395	-0.252476307066095	0.000892505174107647	-0.289323763457435	2.77492847515596e-05	0.454963728897472	0.545206292615724	0.698782991711447	0.467715697098428	0.237114285783357	0.177815717700025	0.672253274928437	0.973741173436251	1.27275205169237
"Cansat"	-0.354051128084392	0.112712256641881	-0.194411103189948	-0.163676433642946	0.141445658869164	-0.134031749030111	0.0576565913375987	-0.165643238461282	-0.10480923047233	0.859326328904529	0.481986603614493	0.318179971194329	0.0551124247478852	0.0545665907747683	0.0470164819539576	0.135592632532626	0.351793505229592	0.275634212714354
"Vitvin"	-0.228404064771302	0.180319856040845	-0.307515193589818	-0.169885608976249	0.454741334276205	-0.142772797560879	0.0236708587744188	-0.170993458886508	-0.184943564913962	1.65126805207037	-0.0710113899266235	0.0278550958720536	0.386732330703053	0.184459276720682	0.0234601954093903	0.359728163032094	0.738172230566724	0.272495071149345
"Citsin"	-0.484209446335705	0.237968882421982	-0.187932049163147	-0.140715522873264	0.249589635887684	-0.0416674702072046	0.146438837737736	-0.112905408855998	-0.189037370486964	0.682502031350192	0.484780030249626	0.904406001953184	0.341817838588505	0.239765267703043	0.00218840162994631	0.881475237259272	0.646246244803634	0.618127456351493
"Euccam"	-0.296487620963856	0.422584113241436	0.0952420980733316	-0.0504321757601864	0.277796350613057	-0.392187600929157	0.222009804559036	-0.213049389278577	-0.0181496319390972	0.708205466950218	1.04760332185802	0.177699660362054	0.359352499817024	0.128062429582887	-0.0129107777215771	0.14525453217188	0.14834912040984	1.23393526929512
"Carpap"	-0.463374531683324	0.250045342063643	-0.24265324547823	-0.138655835809756	0.228583589842154	-0.0444361297916138	0.12276415582914	-0.110384371854282	0.100265247814455	0.821249047358395	0.160338554125411	0.17409936129057	0.305660469377613	0.175262957936882	0.00313622487852796	0.53453637906245	1.99222870452669	0.425898377215623
"Brarap"	0.141473247947831	-0.0347112078847932	0.16462751491873	-0.417438794298519	0.105881262612908	-0.376223763300521	-0.141212803542679	-0.166231291209735	0.164619922422819	0.549400692341232	0.466438161021479	1.18214206187678	0.0369604485077422	0.0396335333321463	0.136180536335692	0.473097456844497	0.271189249543133	1.7865008855639
"Eutpar"	0.0781001256131059	0.0253878932639679	0.11678339257628	-0.284143178141399	0.0965497307158829	-0.380984206707078	-0.0996178694549501	-0.242632241672977	0.141554549825529	0.630829904115681	0.356153443805457	1.24170761273683	0.0671608988769554	-0.00132340489541061	0.0746856276884183	0.647868942400347	0.463546501235884	1.59325188159905
"Aratha"	0.117250914139936	-0.019734516584545	0.0397040382444087	-0.186683543842012	0.0961455780504322	-0.396366318230871	-0.140627740654392	-0.276342927431546	0.0633764724392231	0.57379956513621	0.0168631966441694	0.0136167103238336	0.0629979852597208	-0.00739289156638331	0.0901422466229302	0.662481677200234	0.579341367577177	1.65178837361003
"Thecac"	-0.480779307160182	0.212815350072534	-0.352747445706669	-0.160370674296561	0.455109364764093	-0.0936579496566067	0.065904696619901	-0.128656039580459	-0.433936508574749	1.2937180949084	0.0519877291448457	-0.155014471256627	0.492429507211652	0.318476724542679	0.1658992009914	0.98415421831932	0.803356007055866	0.138924997290006
"Gosrai"	-0.364568045025912	0.30823559727322	-0.27339700869347	-0.153696073115563	0.322121800352819	0.162846467187909	0.146677490646105	-0.0708805929180427	-0.205294455708589	0.875055448819704	0.0403152467842748	0.744441444275885	0.334185220598369	0.327882353195189	0.181358035953959	0.0197741881955045	0.118411582650913	0.377740621160816
"Phodac"	-0.0665727246335961	0.139603114605008	0.0795807411149332	-0.198213894695673	0.50525712400917	-0.0571477548312801	-0.0129070248968229	-0.257374909227846	-0.0849135652818996	1.00620199783224	0.796279474462999	1.64267888324464	0.792242307788661	0.388409751820539	-0.00493706281121823	0.707465981592532	0.916285304043083	0.806242393397434
"Setita"	-0.296370915854523	0.276315812240917	0.237327211364769	-0.252243274841512	0.37037949791601	-0.324898223753388	0.126515600109671	-0.238931512465525	-0.00727829611893983	0.634942503163761	1.56807199964014	3.66648944882698	0.717723880983823	0.332768989132249	0.308870591190652	0.59524705770449	0.781913370351647	2.39880824263403
"Zeamay"	-0.381625183246479	0.320945813997991	0.169937056927028	-0.0843410376284282	0.222070848774738	-0.220318517613743	0.130310287605574	-0.151363357228791	0.0911246900072482	0.499232712833894	1.33534565185914	5.44191883918558	0.594311374691507	0.188804883283452	0.207823763928266	0.73586984279122	1.20026942055839	2.53404542057017
"Sorbic"	-0.360318295470182	0.168444890585092	0.0394237999834746	-0.104512587376412	0.335918764402584	-0.339941025082435	0.00488742446212226	-0.287815389764516	-0.0626252731494567	0.756763667186113	1.05209689534411	3.19678845392404	0.674489126969359	0.246808484684009	0.235912296830873	0.522989351368528	0.714922342524985	2.08568065846069
"Leeper"	-0.397187729815454	0.298083373571602	0.417092448081111	-0.217837469367176	0.365361908875098	-0.362953075126987	0.141483835823784	-0.18704203035488	0.0486001624594697	0.665851238449097	2.49737940602126	5.96911647283206	0.777790251917524	0.452816900553607	0.370413933879594	0.764672922085908	0.817883337571937	5.10314024510785
"Orysat"	-0.191740990303838	0.462962724860055	0.721532903335208	-0.257861313601433	0.274406123662151	-0.360004017442803	0.237066788150921	-0.0828424096536936	0.233714448780432	0.571693912538139	2.82299368132227	5.50093892839447	0.580279504724441	0.332899056336351	0.361028734165046	0.627198820992781	1.10018040776119	4.88116497442528
"Bradis"	-0.360656719817832	0.360907825691554	0.331401334638666	-0.196084932396419	0.386964956563102	-0.365093768926611	0.184349550850009	-0.215157505555347	0.153483038662161	0.692822975981323	1.83959390619269	3.62674673589099	0.872654067028131	0.446608127602354	0.466167752713808	0.706719813790018	1.1614693239188	2.64847739494475
"Horvul"	-0.373171868119731	0.168364755264748	0.0212592590970822	-0.293267910937793	0.585426935094585	-0.343686211382869	-0.0441437088396815	-0.355236128471304	-0.0510349629154264	0.960611521274239	0.985258200520667	1.08956005906945	0.781913381211474	0.387012312306356	0.278346513280846	-0.0606913192442776	0.649513520551606	1.40586294170536
"Triaes"	-0.361756491817439	0.0704931188655837	0.0256721128076447	-0.328998536692663	0.618218218442509	-0.435455209846972	-0.0873536008877642	-0.371167453541119	0.0665681590728625	1.12454769232187	0.766909263173219	1.19424338012071	0.847334567741145	0.436534683896545	0.289518860771689	0.0578778437309429	0.528905664233645	1.2964757856426
"Musacu"	-0.388933593457301	0.0677358122950881	-0.183127958787129	-0.035844668822443	0.402858212263828	0.345107116807973	-0.0266966622615946	-0.24464945345801	-0.135469260924037	0.616788275071147	0.473507678518442	3.57729794949229	0.600255329153704	0.258022775727103	0.187760568235704	0.613655783821455	0.602910733693602	1.51884095965854
"Selmoe"	-0.624407510737039	0.0842065054992415	-0.419291111424581	-0.142844016318858	0.184918402723198	-0.363887148971781	-0.151217609091015	-0.31445970800852	-0.240847057412371	0.865220134215699	-0.0207193455846212	0.758370894713188	0.101993402140885	-0.0446067436001902	-0.161695614132049	0.0330566617163655	-0.307298123326972	0.247858242196154
"Chlrei"	-0.507637453358873	-0.216801757887826	-0.118298075101778	-0.450965266563707	0.588187011665842	-0.571495926599813	-0.101730227544709	-0.268496815254508	-0.422344038748929	-0.014631002778886	0.188419501049097	1.45454809876408	1.52953484507898	1.06511744078213	1.05085535539554	2.06764235220341	1.53309907015657	0.512811036340211
"Volcar"	-0.477872403835774	-0.0368675542014247	-0.221812074699668	-0.347088610574525	0.275581215591418	-0.483743825841421	-0.0511975849737432	-0.165104650989874	-0.301788823639453	0.0226462145359806	0.00713656638234322	1.37142892333758	1.0301483827699	0.605069519483641	0.622506686325654	1.14518703360639	1.07840264823679	0.330883923055125
"Ostluc"	-0.541856290889148	1.4383143354701	-0.44064086066697	0.923825632194197	-0.251591318387592	-0.728920034325494	0.413825342883707	-0.332901552339766	-0.601477868106433	-0.378233537635273	-0.322826829804124	-0.321492219224799	-0.334893615896826	-0.351136938308466	-0.107955851288333	-0.659525419824914	-0.893253351982471	1.21381827733207
"Micpus"	-0.569824726770537	0.836899966701714	-0.494955293911128	0.102282851544362	-0.389600599855257	-0.643761101856851	0.0399272171071744	-0.0102636955262716	-0.527144314260096	-0.645105399585693	-0.403161882216185	1.13583722237243	-0.474815394920336	-0.495394134762878	0.122947504911221	-0.446821484581487	-0.839249080323326	0.838918496029066
