Pendig	8416	60635	34241	14897	152872	7724	148748	87428	111008	16772	9285	604	13172	43698	12481	15134	831	3536
Peripo	7996	64910	49905	17906	241497	9758	185792	93760	145742	25573	19395	1521	21640	73097	18649	25891	1351	4642
Phanod	8722	55859	48061	15313	243256	11864	165620	100401	137662	25695	17732	1393	22475	85788	22494	30694	1350	5508
Pickud	2616	41523	6609	7689	52168	2937	95378	70819	20327	4087	956	36	6337	15285	6064	4412	110	416
Pyrter	9870	42211	46769	11594	223072	13530	127834	79638	127764	27000	15896	1283	18790	78629	23738	23352	1108	4273
Saccer	2764	50583	7395	8010	53560	3409	107314	85627	23182	4452	1143	82	6440	13908	4974	4423	186	489
Saicom	5416	16532	22027	5831	71867	5472	47158	30606	62533	6988	6184	471	4814	20285	5323	6016	214	3121
Schjap	3371	29824	11299	7128	54834	2475	80493	65978	31021	4074	2405	129	6160	17753	5578	5461	160	839
Sclscl	8135	125820	26235	27366	200165	10671	297828	205808	94521	16063	5313	448	26290	52483	16810	15870	623	1793
Settur	7308	45321	50723	12811	250341	10891	140141	103361	136000	34080	22158	2290	22705	91333	24390	30659	1608	5257
Sormac	15095	48652	73969	14012	229525	19156	137307	95058	196575	27052	25660	1957	14136	63987	18257	20305	1105	7802
Spapas	3408	55199	7760	10622	65029	3450	132424	101791	24313	6211	661	34	8339	15703	6570	3396	112	548
Talmar	9195	60339	36239	16746	165585	8364	167852	97871	108712	15972	9783	582	17939	48761	14278	14667	635	2959
Tapdef	4369	28295	18194	8119	83627	4367	75211	22721	53949	7556	5528	274	7135	24261	7057	11576	682	1447
Thelan	6430	37710	38190	12101	120562	6196	95390	46637	112465	13831	15013	1565	10132	34038	7521	16547	1063	4378
Thiter	10648	32556	95775	10804	170106	12236	110687	109674	222289	21532	51057	5974	9398	51804	9316	30726	2598	14176
Triree	7415	35460	63789	10406	215123	13567	114098	68870	164674	25045	30468	2569	17105	70158	19541	33069	1969	7227
Trirub	6124	40293	33463	10124	129547	6580	109858	88272	98057	16584	11605	750	13854	35060	8593	17575	1055	2420
Tubmel	62839	264972	141202	70978	673424	50345	740363	578613	424045	61620	23490	1094	52231	182573	68605	59133	4064	8140
Uncree	6624	53734	32829	15237	128428	5125	131395	82870	103809	14814	10652	732	12086	34615	8594	14843	818	2898
Vanpol	2326	72152	4648	11486	53588	3537	157281	134456	12592	3640	269	6	8481	12940	5830	3312	76	247
Verdah	8231	31474	69201	10738	222254	14683	93630	51750	165704	27783	35267	3198	13118	67634	17853	27683	2070	9713
Wicano	2826	115331	7086	18930	105784	4332	247767	188400	18837	7554	638	48	10183	20539	10115	5815	129	291
Xanpar	11158	53607	50491	16934	172095	12776	153680	104025	151661	19820	16548	1173	13644	47619	11717	21086	1319	4752
Zascel	9194	45526	62470	16240	245165	9928	126360	58875	164940	26701	24934	1763	18796	80644	19299	33808	1612	7865
Zymard	9286	41084	57924	14093	197269	9052	112657	44561	164268	20585	22313	1563	15439	65193	14458	23329	1126	7505
Agabis	9165	77430	31298	18899	169889	8270	184408	115051	106666	14367	7051	545	16006	46587	15082	13294	713	2622
Amamus	9705	74955	34349	19329	210687	9833	192849	121767	113909	18291	8212	653	21397	62732	19333	21850	1117	2740
Aurdel	21623	65839	157269	22583	400384	20100	182784	91409	423907	36096	71398	10401	29377	140373	23763	69049	4989	28101
Bjeadu	12516	55227	62456	17488	237739	13737	146345	66390	192776	22809	21846	2833	17262	75925	19264	29852	1945	8673
Botbot	12156	80771	65337	19904	259943	13386	198230	125159	206347	27359	23151	2337	23976	80552	18065	30127	1810	9031
Cersub	11993	52334	57109	16014	243231	12283	147852	64386	185736	18670	19376	2345	24451	87248	21501	34257	2375	7681
Conput	12700	51418	59420	13966	264412	12790	148050	107506	179021	23642	19699	1573	25592	88175	23260	29393	1632	8599
Copcin	11687	59627	42257	22123	188661	13510	156544	95444	145021	21871	9826	686	13599	48420	13616	20112	1351	4676
Croque	10177	181652	29865	32909	330342	14036	430993	303808	97235	25404	5949	287	28946	103872	45820	20977	1020	2079
Crygat	5391	30665	21560	7228	98373	5476	88285	64001	60328	8655	5434	404	9731	28609	8631	9284	444	1910
Dac_sp	9192	33546	38393	10853	176589	8328	101356	56893	122814	15211	11302	685	16749	60983	15384	21821	1432	3955
Dicsqu	12747	34458	63334	12090	243320	13695	107608	49303	201772	22049	21548	2841	20037	81075	18918	32623	2322	7862
Fibrad	7933	51767	36183	14086	183160	7606	137929	71662	118496	14617	11614	1313	19006	61268	15583	23453	1290	4242
Fommed	6641	116192	24005	28361	246634	9462	355927	313458	100209	11859	5668	586	33021	90848	35043	23249	964	1807
Fompin	13478	32154	68178	11726	254306	14729	104278	48912	206494	22343	24080	3323	23633	88559	18871	34904	2562	9754
Galmar	15122	164635	62090	37305	313145	16797	370929	244288	204153	29495	17021	1033	27296	87075	24921	34177	2315	5800
Ganluc	15136	41463	74405	14335	256766	14853	116897	75824	236075	26366	26264	4012	21048	83395	19186	30946	2261	9794
Gymlux	15805	195188	53846	42884	364111	18393	445228	273915	191780	29147	11988	674	43927	105290	32621	45889	2196	3931
Hebcyl	9835	103220	35696	27014	208100	10686	227854	132846	131573	22281	8858	806	20003	55334	15618	18581	1260	3813
Hetirr	7569	50370	41085	12787	195451	7956	132473	72000	124200	16692	15312	1941	19159	62144	15160	22144	1486	6306
Hydpin	10422	54307	37886	14966	207099	11549	146930	91682	128756	19143	9519	719	18544	63222	17348	24435	1434	4047
Hypsub	10822	99707	64006	23881	264006	12898	246609	138001	191704	23013	25140	2901	27737	89705	23163	34795	2186	11628
Jaaarg	11304	81164	39915	24526	240235	13848	208843	105087	140870	24881	9269	544	20540	60792	18218	22803	1423	3808
Lacbic	11325	124451	37379	27388	285532	12786	285507	164359	132586	27582	9252	729	26749	82769	25560	27759	2214	3032
Malglo	2010	14018	12960	3731	73108	1919	35747	17156	31160	6762	5037	420	9728	30988	6850	6567	319	1472
Mellar	21155	304366	58242	61862	475820	21569	697621	457756	196793	29942	10694	824	43491	132716	58605	28051	1517	4272
Micvio	10452	32791	49256	10277	126096	8289	90867	41030	129737	10972	16835	1291	7562	37025	8595	14384	799	6833
Mixosm	3947	12737	27776	4282	87319	2873	39214	8350	61710	5805	11733	631	7879	31335	4997	16730	776	2398
Monper	8130	52155	26223	14304	139125	9396	130109	76992	89973	12158	5732	340	12781	38620	11810	13423	731	2108
Mycthe	11763	47128	81839	14218	172254	14987	151137	156015	217805	19315	38961	4618	9821	53150	11908	24411	2091	10314
Ompole	8372	69193	27982	18957	160115	8860	166665	86619	95048	11672	6449	358	16090	46365	13982	18806	908	2471
Paxrub	7067	97476	25016	25811	369121	15892	254164	141377	113761	41696	5461	521	40157	117566	37534	39179	2428	2218
Phacar	13641	56012	69392	14449	264884	13557	153339	100515	193894	21933	25014	2670	22819	95949	22446	39934	2583	8879
Phlbre	13646	61900	59495	18008	276697	13452	173830	102517	178910	21478	18930	2093	27547	97213	23684	42694	2594	7580
Phlgig	9420	37685	50352	10970	184593	10396	102716	57675	142825	16557	19206	3065	14875	62304	15209	27502	1898	8060
Pilcro	11235	131208	41890	25695	313023	14030	323257	202275	148682	28728	10079	745	36114	98846	30595	32901	1706	3178
Pirind	7461	40262	30424	12008	138326	7376	111313	52032	92747	14692	8423	568	13005	39170	9800	13944	637	2636
Pismic	12764	78727	40019	20978	314293	16173	205596	113548	135283	31536	8117	571	34133	106435	31334	38501	2374	3435
Pleost	8473	55333	37958	18491	190571	10675	149532	83440	125891	19355	11558	999	17799	56109	15283	19489	1064	4557
Plicri	11199	51969	51392	13521	195808	9878	133459	67801	155953	16694	16844	1940	20027	69123	15585	27295	1694	7961
Pospla	16970	61528	85437	19866	351391	17091	193981	103274	247610	28760	30422	3729	34666	125389	28894	48033	3251	10241
Pucgra	19549	251066	71577	51384	396679	20280	544339	345947	223521	31966	19009	705	36582	116520	49410	30852	2430	5264
Punstr	13722	35060	66973	12413	206275	11552	98178	53892	191402	19324	24013	1873	19307	67874	14669	23429	1667	10529
Rhotor	6968	6716	49003	3167	85236	4766	21803	9792	112455	5165	22223	1627	2982	28865	4005	17376	1382	6599
Rhoglu	6664	6416	47981	2941	84001	4850	21945	11451	110517	5124	21481	1636	2836	28688	4041	16910	1295	6417
Schcom	10345	34705	69847	12196	223383	11055	96474	40730	192084	19726	28720	2410	16363	74080	14337	32984	2347	11642
Sclcit	13642	90574	40677	25904	354947	16522	244974	146072	144947	37596	8888	636	38107	116374	33295	40858	2426	3776
Sebver	10163	67429	43501	18684	187428	11420	177232	111722	130736	17109	11979	750	19319	54259	14413	14889	764	3453
Serlac	9225	85389	28743	17717	243311	10602	227830	156047	98071	22745	5495	358	25053	74638	25948	26757	1235	2339
Sphste	26230	298062	95034	73218	672549	29333	765863	585112	327942	58003	24244	1756	81894	201462	65514	68509	4164	7898
Sporos	9272	33089	27273	13173	69362	9294	71785	14115	95287	3692	5446	395	2578	17217	4848	10243	417	2160
Stehir	15002	65853	57947	19995	266150	12682	177115	91637	186962	24155	15222	1092	24541	76387	20307	25339	1360	7122
Suilut	8703	83837	30396	20552	247973	10670	210987	128608	106310	20730	7196	593	27531	78991	21822	28969	1831	2588
Traver	15101	36608	82979	12165	261094	15918	103474	58290	251395	22943	31574	5529	20815	95160	20677	39701	3071	13136
Tremes	8271	49039	21887	13423	151135	7651	131265	64759	79937	11612	3301	225	12578	41600	17823	8810	540	1620
Triasa	8363	11688	60152	4641	152161	7710	38438	30386	147542	15388	27668	3038	12828	52684	9541	23663	1689	9643
Tulcal	17418	92536	68846	27922	257229	17019	233553	152699	230558	26450	18365	1390	19958	70113	17732	26811	1710	6481
Usthor	5736	20084	26614	6527	115274	5429	59145	32028	66778	9556	7805	365	10600	38236	8756	17325	644	2612
Walseb	2192	30263	5396	6475	41133	2449	80353	63962	14623	2529	571	54	5446	11637	3726	4067	120	488
Wolcoc	14545	58134	68457	17091	327031	15320	185246	109811	196284	26833	22885	3092	36579	122917	33094	43224	2738	9157
Concor	1820	200151	4317	16796	85124	3397	392208	396915	14732	3551	403	12	14063	22008	8735	5856	193	151
Coerev	3700	43923	19445	7338	112679	4359	124339	109936	49685	9330	6514	701	14177	46340	13264	19720	562	2182
Morelo	10794	49699	40209	13795	280357	15077	199672	144516	125378	32596	9441	681	25004	78249	22354	28238	1967	3867
Muccir	3877	92079	14043	18493	247659	11307	239304	151947	39331	22197	3110	178	29293	86615	32220	17098	345	805
Phybla	6149	143148	19393	24186	223837	9580	401007	352239	65790	15938	3257	124	30371	75779	30750	14991	448	889
Annalg	333	61074	840	5195	28028	710	108045	106264	4269	1333	131	12	6116	7083	3564	1079	36	34
Enccun	205	3602	1119	1063	13916	340	8241	7843	7666	1504	348	8	2007	4311	1102	2343	98	68
Entbie	257	15092	1159	1245	9913	192	27745	24990	4351	661	387	28	1916	2765	1133	569	47	162
Noscer	407	51682	1098	2357	22228	418	87251	87006	3910	637	130	2	4323	8410	4244	931	24	35
Vitcor	195	13647	890	1706	15706	271	27134	26224	3171	1130	179	0	3171	5631	1557	1616	44	49
Edhaed	2819	435211	5325	27380	168294	1945	683818	634674	19520	2920	406	18	40893	54208	28065	3881	51	164
Nempar	355	14434	1508	2337	18560	298	36581	35899	5611	1229	380	14	4679	6984	1630	2505	74	54
Hamtva	1018	74101	1933	7015	31469	634	128620	120207	7864	994	157	2	5004	9069	4193	923	18	43
Vavcul	2773	20563	5842	1990	35524	1610	50243	42270	12715	1828	610	8	4914	13299	4180	2913	112	216
Pir_sp	5495	246222	9287	21564	114481	5720	517198	504665	25819	7838	266	15	14878	22177	11954	2488	59	332
Danrer	73001	1932863	260698	212093	3674972	61659	5236479	5725979	862051	156406	52049	4436	585367	1514821	546964	502273	27138	16423
Diclab	9487	216671	36858	31907	594963	12350	662026	758320	122800	34516	9502	417	75196	224295	88022	114525	6475	2256
Gadmor	112643	811177	494445	167983	3288230	101392	2922298	3413542	1575908	272557	155288	11780	443708	1207801	413836	462302	36248	36773
Gasacu	91384	755861	430118	150153	2484794	66575	2482816	2925045	1303037	147066	142758	10223	284071	922986	359269	537862	41878	36753
Hapbur	83504	1802508	290119	251727	4297654	93333	4735650	5518035	908576	213936	66005	3700	542167	1665449	629002	870750	56648	17240
Labfue	11432	145556	37223	22403	354100	11563	390955	453036	121460	19721	8382	617	38538	131868	48934	73193	4367	2047
Lepocu	79847	2544247	326977	447968	5036784	138705	6906856	7333654	1163537	289970	100386	5005	670780	1770468	645961	920291	57430	19901
Mayzeb	79847	2544247	326977	447968	5036784	138705	6906856	7333654	1163537	289970	100386	5005	670780	1770468	645961	920291	57430	19901
Mchcon	10346	151873	34687	22684	367256	11360	406006	470749	115012	19935	7957	668	41339	137405	51184	74981	4598	1963
Melaur	8662	140900	29871	20715	347348	9978	377795	439493	96753	18085	7038	545	39624	130129	49231	71935	4382	1734
Neobri	78879	1714837	277588	236924	4089251	88485	4542921	5303750	869255	201401	64135	3445	514010	1588624	603078	832155	54418	16663
Orenil	93759	2099521	330724	289604	4942595	106617	5427587	6313660	1048037	248348	75970	4368	609934	1894296	731832	991386	64958	20048
Orylat	99720	1933338	353944	270146	4035188	86714	4682927	5230654	1190387	272388	94474	6863	500107	1430194	591385	899680	55727	22897
Punnye	85060	1789428	294522	250609	4280698	94460	4701413	5480973	917961	213868	67097	4154	538571	1657391	625517	869117	56302	17367
Rhaeso	12651	150611	40946	23941	352928	12450	400233	456677	135073	20611	9122	614	38049	129895	48337	71045	4092	2116
Salsal	300672	3103383	847896	551951	9848631	408312	9935886	10074572	2953141	828731	168727	5765	1220805	3324049	1297006	1292331	76089	42533
Takrub	61526	707057	266456	135995	1884762	53605	1930575	2232378	868792	122680	83886	7385	187151	669176	249312	479863	37236	27150
Tetnig	57672	598408	283821	103615	1549144	47183	1580790	1798973	871307	106066	98870	8971	149640	566105	198399	451210	36329	31945
Xipmac	74174	2005686	289342	212670	3822516	75481	5049457	5472992	943163	195385	78205	5340	489334	1406028	569460	808328	49182	18298
Oikdio	12434	342637	46434	54102	234084	7298	592426	435409	153796	10755	12216	828	22808	67283	21303	22071	550	3325
Cioint	21537	423667	50369	45917	588527	17763	1023830	1079474	166615	39249	7541	504	75159	202945	83474	40898	1278	3406
Calmil	53698	1777769	242392	336864	3291249	98034	5047979	4502438	1068724	256443	58547	3517	382613	967190	379507	530004	19540	8828
Leueri	117983	3516402	554113	638134	7967878	188226	10162848	9507910	2138524	565446	162046	7040	878466	2467540	875418	1359733	45995	26246
Braflo	113456	1357582	315912	199815	2903200	142646	3180615	2848481	996569	210191	77522	5096	326083	1186886	624478	313599	18115	25108
Petmar	196081	1320049	618968	254362	3295496	112396	3871110	3873280	1741053	287618	190463	18975	435053	1207866	367003	491294	26913	86247
Ailmel	123441	7516726	671838	1237533	12898326	420090	16168178	16695619	3240511	1045142	245676	14316	1271927	3648036	1331330	1530315	130119	31790
Allmis	142951	5180989	626989	824436	13509237	500129	13503854	13567751	2551518	1404010	224934	13238	1646409	4736861	1400362	2849159	224469	40327
Anocar	79191	4824017	617153	897631	9801746	314074	12299178	11464720	2200239	913030	340184	12503	1173201	2947101	1027052	1103826	48850	15974
Bostau	78036	6647845	432257	1287107	12751420	333294	14244492	13482089	2292963	2084647	170938	14153	1253593	3371896	1239336	2126135	106099	23059
Caljac	99347	9151594	573961	1435915	17012646	534399	21226049	19187583	2992252	1350375	218504	14167	1620801	5195485	1902290	2210249	142376	25058
Camfer	96313	6797514	562636	1119385	11043171	406608	14716830	14581943	2528566	892460	214724	11340	1154909	3374949	1240107	1639963	138766	27856
Canlup	103636	7865204	593562	1229454	14233241	450283	17141849	17545211	3415483	1101281	241512	26673	1373099	3791465	1404198	1677761	201051	36218
Cavpor	112842	9457533	542323	1457228	15448145	740477	19702886	18630383	2595721	1223885	197468	13041	1685000	4663244	1736014	2186931	166240	27145
