Croque	147	2617	460	630	8980	268	13139	5886	1722	509	132	16	554	4726	1050	504	19	34
Crygat	26	59	68	14	308	20	215	193	154	38	18	1	43	70	30	19	1	4
Dac_sp	126	591	473	232	3596	541	1855	999	1542	261	113	8	305	1415	273	368	13	40
Dicsqu	520	1555	2367	425	9704	789	5233	2726	7539	937	662	54	779	3187	1066	935	31	198
Fibrad	1	16	14	8	64	4	37	13	45	6	6	1	11	24	6	8	1	2
Fommed	113	7401	239	1498	12193	267	26615	25662	1137	215	31	1	1692	5129	3280	701	4	12
Fompin	418	1366	2059	356	8972	384	4225	2199	6472	778	662	99	972	3330	894	1203	76	298
Galmar	369	5068	1450	745	7189	445	10251	7179	4901	539	424	17	619	2207	754	667	101	172
Ganluc	574	2235	3232	668	11558	675	6458	5181	10883	1227	991	164	919	3824	1133	1230	58	269
Gymlux	211	4392	856	891	8073	373	10752	7268	2772	765	212	4	1050	2476	939	1065	25	53
Hebcyl	414	2415	945	565	4483	285	5168	3124	3147	463	240	12	393	1184	373	372	16	115
Hetirr	413	3467	2204	847	12725	676	9066	5243	8611	1344	695	81	1281	3574	878	960	58	174
Hydpin	423	2775	1692	770	10812	639	7552	4967	6315	1078	448	20	945	3344	1055	1263	56	177
Hypsub	386	4240	2097	854	10326	530	10231	5791	6348	1016	822	57	1087	3367	979	1124	71	257
Jaaarg	168	1249	437	351	3112	151	3081	1663	1547	367	80	1	302	747	236	226	8	45
Lacbic	3697	34104	9127	6459	72278	2709	78497	47738	28574	7762	2052	95	7390	21450	7371	6714	492	557
Malglo	1	126	33	33	425	30	325	128	194	29	10	1	77	137	20	24	1	7
Mellar	2756	37948	7239	6876	58945	2520	88497	61379	25564	3352	1172	91	5700	18341	8619	3277	175	446
Micvio	196	607	918	189	2586	135	1932	861	2787	271	279	22	127	788	164	263	29	133
Mixosm	4	6	48	2	100	6	26	5	103	6	36	1	16	37	6	16	1	1
Monper	46	595	133	146	1088	88	1482	1037	688	102	12	1	113	292	76	75	2	12
Mycthe	65	612	211	330	1614	135	1261	818	1053	315	87	1	9	432	148	151	5	2
Ompole	13	91	18	26	255	18	265	209	103	34	4	2	21	59	20	32	6	2
Paxrub	211	4087	783	1033	15148	615	10905	6187	4318	1894	204	19	1591	4949	1749	1582	108	88
Phacar	760	3615	3704	845	15100	663	10153	7262	10444	1168	1311	126	1277	5606	1531	1872	122	471
Phlbre	1011	5549	4587	1532	21784	990	14703	8998	13752	1520	1433	137	2203	7785	2257	3038	162	537
Phlgig	22	107	170	22	513	14	275	139	434	62	87	8	50	211	56	74	1	35
Pilcro	530	8837	2043	1513	19262	877	20773	13559	7409	1753	489	40	2322	5939	1909	1783	82	163
Pirind	165	974	646	234	3316	178	2747	1259	2065	272	189	4	246	926	222	237	8	53
Pismic	971	6178	2701	1372	24260	1173	16808	9682	9704	2295	560	46	2621	7750	2296	2668	159	259
Pleost	445	4208	2112	1433	14744	803	10515	6433	10379	1763	712	71	1228	4645	1505	1361	150	143
Plicri	290	1971	1376	358	5022	268	4400	2117	4332	383	533	49	453	1794	480	535	71	198
Pospla	6080	16907	28833	5813	104219	5873	53500	27435	80449	8594	10706	1266	9007	35814	7360	14013	918	3170
Pucgra	2244	34390	7430	6844	50304	3341	77050	52244	24383	4158	1615	73	5492	16375	8332	4006	295	571
Punstr	332	987	1337	279	4580	298	2592	1469	3977	484	374	18	377	1394	337	371	32	165
Rhotor	6	10	55	4	70	8	18	18	103	4	32	1	2	26	6	4	1	8
Rhoglu	42	52	480	18	933	39	238	108	1110	44	232	6	20	344	46	146	10	56
Schcom	408	1328	2802	469	7706	535	3713	1974	7887	641	1010	95	446	2857	571	955	46	432
Sclcit	449	4037	1241	791	15130	698	11051	6913	4114	1585	275	9	1596	5170	1818	1588	92	66
Sebver	728	4457	3113	1395	12806	832	11386	7287	8859	1173	872	40	1246	3575	1040	958	56	276
Serlac	1467	7502	3427	1470	24016	766	21893	13795	9615	4277	278	4	1713	6220	2825	2634	127	169
Sphste	2815	28171	10062	7118	65476	2674	73105	56560	33455	5586	2584	137	7495	19331	5934	6185	376	951
Sporos	140	798	535	260	1381	227	1797	605	2019	49	125	4	63	317	83	322	4	66
Stehir	360	1558	1127	343	5057	282	4084	2278	3792	473	265	12	447	1597	494	533	12	110
Suilut	49	757	196	141	1957	93	1775	1063	796	154	49	1	249	572	149	187	14	20
Traver	311	1033	1808	298	6089	371	2902	1728	5705	739	675	136	523	2300	635	857	53	296
Tremes	671	6601	2551	2357	13672	1408	14539	9212	8021	1535	495	15	1005	3520	1397	1141	57	361
Triasa	300	437	1981	133	4975	208	1443	1028	4853	541	860	112	426	1822	393	799	54	319
Tulcal	1377	6627	5156	1814	19793	1247	17379	11637	17242	1885	1415	82	1441	5385	1531	1919	138	381
Usthor	12	96	126	42	869	28	281	204	337	150	36	1	49	336	80	86	4	1
Walseb	10	196	19	51	290	16	525	408	139	19	5	1	33	68	33	13	1	2
Wolcoc	623	2376	2407	598	12677	919	7662	6077	6618	1167	693	102	1218	4414	1466	1115	35	344
Concor	2	131	8	12	126	4	296	304	31	14	1	1	4	20	8	4	2	1
Coerev	165	2550	799	419	5418	199	6971	6351	2275	433	205	25	714	1898	556	744	8	82
Morelo	164	908	556	225	4493	252	3099	2531	1860	508	137	13	340	1229	362	475	28	32
Muccir	215	6984	617	945	14008	1122	18196	11628	2512	1319	102	1	2335	4779	1521	1341	5	25
Phybla	810	16696	2279	2796	28497	971	49594	42965	8225	1951	369	8	4062	10116	3472	1719	36	127
Annalg	225	28454	552	2834	15615	480	52724	50645	2448	715	75	1	3388	3732	1666	640	9	4
Enccun	3	4	7	1	76	4	14	14	72	12	4	1	1	20	6	28	1	1
Entbie	112	6199	424	738	7681	62	12538	9179	3256	820	155	14	1355	2396	681	553	16	1
Noscer	42	5921	102	236	2364	54	10269	10465	395	61	2	1	454	928	452	75	2	2
Vitcor	1	106	8	20	179	1	272	258	42	6	2	0	23	59	22	16	1	1
Edhaed	10	1129	18	97	514	2	2207	2024	126	22	1	1	96	109	57	16	1	1
Nempar	3	196	28	28	238	6	532	531	85	6	17	1	50	84	26	28	1	1
Hamtva	1	1	1	1	1	1	3	5	1	1	1	1	1	1	1	1	1	1
Vavcul	25	273	67	40	711	10	793	680	196	16	8	4	120	275	101	54	1	1
Pir_sp	122	2894	218	409	1859	130	6257	5757	635	164	5	1	201	388	262	36	1	8
Danrer	7787	129485	26121	20087	339477	14470	396196	428918	102222	20459	5321	421	64491	155087	72003	41654	1816	2039
Diclab	58	616	167	120	2084	45	2112	2552	561	166	35	1	275	692	239	416	16	1
Gadmor	3108	22542	12725	4291	83027	2933	77647	86765	39897	6532	4154	166	9581	27394	10226	11066	828	787
Gasacu	6498	35943	23355	7496	141061	5170	113060	142603	73286	9575	4626	516	10614	46341	21300	33799	3064	2854
Hapbur	2135	22383	5612	3605	57140	1851	59934	72858	18007	2750	858	100	6712	21361	7899	12277	993	353
Labfue	352	4009	1228	592	10812	301	10486	12034	3637	467	291	108	1117	3913	1526	2055	91	51
Lepocu	1438	20405	4992	4207	44731	1474	53294	56893	18670	2811	1595	72	4879	14379	5239	9802	669	238
Mayzeb	1438	20405	4992	4207	44731	1474	53294	56893	18670	2811	1595	72	4879	14379	5239	9802	669	238
Mchcon	337	4076	1272	645	12059	330	11502	13426	3790	535	316	127	1378	4460	1751	2407	129	49
Melaur	297	3530	1104	517	9916	290	9788	11319	3144	419	253	84	1074	3649	1350	1730	69	46
Neobri	3345	54848	10055	7990	137981	3376	148620	179418	31372	6307	2011	142	17097	52834	20144	30015	2235	549
Orenil	4246	66889	13065	9849	166785	4212	177396	211483	41037	8986	2200	272	17713	59562	26959	34507	3524	724
Orylat	4379	76881	20544	10750	198041	3948	194768	217226	73552	18308	5792	438	19312	62649	27312	39909	2148	1847
Punnye	2925	26167	7073	4477	73743	2281	70285	85109	22875	4466	968	362	8343	25484	8761	15221	1017	281
Rhaeso	381	3936	1405	569	10388	319	10427	11719	3755	450	325	132	1119	3801	1411	1881	77	59
Salsal	145088	1515080	408792	257738	4764505	212250	4715017	4814254	1530014	373533	89985	2615	594340	1481479	545397	503815	24958	18181
Takrub	4928	47939	18765	8762	134551	4358	128662	147386	64811	10223	5872	543	10921	43030	17765	33692	2661	1775
Tetnig	6403	35237	31176	7134	118982	4219	97211	115714	94067	10325	11476	1004	8504	38744	13973	39108	3686	3769
Xipmac	454	7794	1709	927	17989	528	21114	24226	6247	1114	426	44	1686	6095	2621	4312	248	55
Oikdio	2024	47921	6074	7185	27191	1258	78800	55792	19479	1228	1424	80	2640	7820	2502	2500	73	346
Cioint	652	11233	1497	1166	18408	574	27656	28956	5118	1225	261	10	2105	5844	2192	1178	44	121
Calmil	7331	144045	44756	30844	284912	9492	453509	373539	220017	22488	11815	954	27738	81537	36460	119293	1683	1318
Leueri	1400	28994	6172	5277	66951	1940	85590	79061	24139	5327	1442	75	5720	17851	6050	9981	441	370
Braflo	12159	141050	36373	19903	272488	13004	314704	268064	118984	17801	9854	448	29082	105520	54950	28402	1375	2681
Petmar	13760	196313	38185	86882	352662	13044	414002	450108	120923	27950	10760	357	36740	158192	79669	39557	2293	4896
Ailmel	1667	148450	18008	39059	271203	6404	347293	350546	112398	16998	6318	167	17897	63414	15385	28318	6492	357
Allmis	1806	44767	8061	6722	122901	4533	121048	119770	35577	12862	3250	173	14860	39900	10809	28443	2332	495
Anocar	15689	399968	113738	92514	790629	35667	1062329	868617	423310	83458	71654	1891	61683	184656	56690	117763	8644	2536
Bostau	47425	4252551	258787	833953	8395271	219031	9196360	8601075	1446513	1287345	100896	6862	804159	2105199	781427	1376597	63709	14196
Caljac	2340	181878	14593	26981	413670	13792	476906	356921	83975	37210	7700	240	23079	117250	42589	36553	2758	495
Camfer	3599	157676	24366	26999	303889	12332	350144	339412	102911	26841	10238	549	26344	89895	30255	54505	5946	1506
Canlup	4097	170978	27158	26156	514263	34787	487707	447998	231445	37713	15035	867	52552	158268	26974	99481	13291	1699
Cavpor	10856	538330	38655	74654	907709	23635	1161055	986027	162301	98679	15871	1983	64885	243491	83224	134161	7494	3745
Cersim	341	30138	20356	4261	92835	1450	78934	85162	36174	4446	15763	136	5296	25601	13534	7313	652	444
Chilan	382	30462	2559	4397	61505	3055	73270	69846	13620	4807	1126	119	5179	19656	6798	8173	587	142
Chohof	17982	766058	64145	140287	1251977	74648	1869066	1616118	269092	137925	15987	360	98764	289460	112208	142610	5682	1633
Chrpic	6404	71982	24340	17108	195478	8481	208146	215682	89267	20461	7412	486	20793	45770	15226	41549	1689	1169
Chrasi	722	50034	2915	9791	152244	3058	143286	172902	20998	28799	841	45	17056	36481	17616	10331	515	224
Concri	377	20128	3642	3734	69214	1055	48091	63100	31897	4220	1676	198	5156	14387	7630	6561	616	221
Crigri	2475	199499	12700	40530	462530	16018	480161	469309	58929	43916	3464	138	43902	140242	52662	51394	4034	508
Dasnov	6475	384843	65976	58218	902892	14319	899301	873847	252091	124249	29815	8761	58158	168680	58412	89451	6461	5501
Daumad	8	1763	82	269	3227	74	4702	4297	638	225	35	1	292	799	337	314	18	2
Dipord	11729	537406	79224	132014	962296	31166	1340480	1044294	464453	85142	43081	907	107972	258938	84226	112819	8109	10561
Echtel	964	40811	4665	10992	117469	2621	110638	117232	28032	8014	1649	86	8647	27869	10612	14969	1102	251
Eleedw	11445	69553	14245	11467	248509	5878	232517	204782	36697	68743	1153	134	47359	78413	56358	29184	816	238
Eptfus	4918	52478	13818	7736	104968	2899	121673	115537	41349	8668	5054	1350	9937	40811	10042	15499	2730	516
Equcab	4383	108970	50877	23372	332737	11000	251372	246750	240859	26604	37671	230	17217	143506	33138	41130	3673	559
Erieur	2415	85871	31124	16007	234720	4104	254360	242638	84349	24612	5384	165	19970	58298	23183	103982	50763	426
Felcat	657	57429	8872	10479	173245	1472	133678	131841	49038	13317	2122	116	13216	21081	7277	14425	1700	321
Ficalb	2634	165478	16050	31156	300778	11054	366934	324594	80914	44064	6810	986	27246	77663	24426	88577	9341	1487
Galgal	2712	37458	12252	7732	124807	4806	101167	97635	46944	15835	4492	566	11079	34373	8560	39058	3482	884
Geofor	875	110843	4369	19992	212016	6331	256389	228080	23815	25212	1536	53	22707	61577	20389	50639	4413	426
Gorgor	13337	620945	48523	134260	1683507	42225	1433255	1345165	214168	96779	12080	942	149231	419227	147505	136886	8292	1664
Hetgla	474	47830	3070	6342	76571	3959	100907	94313	17128	6080	1110	103	8683	22146	9779	10572	877	167
Homsap	4128	193743	16449	28672	440007	26011	515295	438026	112639	39687	5201	238	24369	115377	42701	55096	3110	682
Jacjac	449	41122	2295	9203	87948	3819	89926	100833	36134	8055	885	75	9599	33577	11699	7976	545	184
Latcha	1662	46851	4671	3738	84135	2159	112504	121430	37607	12266	1276	75	5576	23516	9128	10545	442	137
Loxafr	1908	250175	18877	41119	441698	17301	598613	474396	127052	42734	6685	105	33286	69354	27202	48416	2382	728
Macfas	329	10657	929	1586	21302	1304	28776	25099	14279	1486	272	40	1243	5946	2791	2461	124	24
Maceug	1637	276253	6410	51066	429007	14352	621835	559017	39049	33177	1677	221	44427	115152	49265	33164	1812	286
Melgal	154	5985	792	1181	16555	461	17348	15797	5647	1532	358	24	1301	5138	1043	7204	1178	67
Melund	1601	31105	4433	5168	99239	2481	82332	91134	18801	13828	1050	52	7834	23220	6231	20686	1319	195
Micoch	1753	43766	4709	10496	99321	3431	108737	121661	43790	8596	1222	48	7879	28007	8414	15590	3306	176
Mondom	3617	520195	12874	105639	848442	30000	1314218	1102803	104334	82775	5027	123	60535	174080	114261	69606	1916	943
Musmus	906	46500	4160	8442	113858	3282	112624	110803	31019	12920	1127	107	10555	34209	12001	13793	771	166
Musput	718	31737	3991	6143	105328	2988	84125	105964	21013	5770	1579	177	4949	18107	6884	7152	673	225
Myodav	15092	167815	39993	24341	343974	11448	413300	397957	127992	28699	13450	370	34461	113502	32100	45873	4709	897
Nomleu	5712	266294	15434	35592	484099	31168	743136	584088	139074	41864	4215	328	33827	147082	48934	87578	2265	723
Ochpri	1940	47256	22860	8378	113133	4565	110525	111897	53747	15370	2301	186	17573	34782	12296	17536	1702	245
Octdeg	884	69590	6710	10909	146051	4192	175541	174273	28693	10317	3136	175	10975	39593	12296	19870	1509	298
Ornana	13156	325660	78577	67891	755724	21779	922022	1160408	425042	54258	27059	1726	52054	160362	53934	93697	5329	3112
Oryafe	456	52926	2457	13381	114212	2081	121731	95990	15624	13130	769	99	12753	30404	8536	14500	539	145
Orycun	6568	217465	177065	49652	633485	33248	567864	519498	331204	148218	156222	405	55155	142462	24198	86283	9203	2221
Otogar	914	59863	13209	9653	118229	3471	140235	135557	46804	19113	2116	100	9128	30334	12455	14651	1352	184
Oviari	2879	341883	15154	88312	676280	24421	730384	589682	97508	61364	6810	338	52688	140836	64801	94547	3520	1011
Pantro	5378	357540	21930	64453	692664	30614	875851	763833	136315	57029	7100	474	52611	192549	73230	80830	4691	897
Papanu	10682	214535	33366	39203	447623	28479	887912	627965	309441	47021	10141	1826	25662	130329	45889	64239	4162	1273
