Hypcat	85142588 	85142588 	42061865 
Aurlim	60926267 	59990356 	27095741 
Albcan	32990475 	32990475 	14257744 
Hyaara	70263580 	70263251 	33181165 
Psecub	64332776 	64332776 	34750608 
Phyinf	190133476 	190133476 	96902335 
Pytult	42791458 	42791458 	22382643 
Sappar	48177014 	48177014 	28147283 
Aurano	50871901 	50871572 	35356833 
Ectsil	191106465 	191105934 	102419690 
Cyamer	16546747	16546745	9103707
Chlrei	105192443 	105191821 	67248784 
Volcar	125467762 	125465782 	70227293 
Micpus	21706984 	21706866 	14314291 
Ostluc	13204888 	13204888 	7980675 
Ast_sp	56144531 	55755874 	32206721 
Chlvar	42214557 	42214406 	28342366 
Cocsub	48826616 	48826616 	25846960 
Aratha	90266344	90252920	32538641
Betnan	564011153	520120111	196087665
Bradis	270783473	270783473	125643810
Brarap	273071614	273071614	96282189
Cajcaj	510809477	510808910	172049486
Cansat	530612410	530612404	184626127
Carpap	271732855	271732855	95903064
Citlan	321046825	321046825	105529220
Citsin	301071380	301071380	102556146
Cucsat	225883302	225872548	76457954
Euccam	654922307	654906830	256746029
Eutpar	137069909	137069906	48997704
Fraves	201882818	201879410	77516443
Glymax	955050802	955050802	331916730
Gosrai	747964930	747964930	248434782
Horvul	1868644920	1817652501	807018514
Jatcur	285858490	285760317	97993981
Lacsat	1133657130	1133657130	417296795
Leeper	16164379	16164372	6978444
Linusi	282201865	282201865	111437694
Lotjap	147812252	147812252	56876947
Maldom	871560583	865417942	328794416
Manesc	532507280	418913257	147851184
Medtru	418579702	366513839	123666542
Mimgut	321726589	300666399	106696361
Musacu	390578572	390481774	151768867
Orysat	374226283	374221869	164003942
Phodac	366606360	366606033	141413912
Phypat	453929394	453927448	152503253
Poptri	427315334	427311819	144102738
Pruper	212828700	212828700	79706321
Riccom	352267603	352266516	122334745
Selmoe	208528962	208528962	94300227
Setita	400910454	400910454	184998103
Sollyc	737636465	737636348	251181662
Sorbic	697579687	697579687	306419955
Thecac	291427191	291426886	99735017
Triaes	159087195	159084148	69340007
Vitvin	470268414	470267649	162466758
Zeamay	177051422	176978766	81100560
